order_id,customer_id,product_id,quantity,order_timestamp,payment_method,status,shipping_city,order_value
fd9310c3-b8d0-478f-9482-156f76b465c8,1,2,1,2026-04-19 08:54:21.493909+00:00,Card,Cancelled,Gangtok,45648.23
4bb6d617-1a50-4524-85e8-531e07d15911,40,20,2,2026-04-19 08:54:21.493909+00:00,Card,Pending,Orai,66836.5
97110744-24f9-4fee-9d55-7ea3aef24c27,13,19,3,2026-04-19 08:54:21.493909+00:00,Card,Cancelled,Anantapuram,108098.01
7aca44d0-beb6-46f2-96db-ef78ae1947b9,44,17,3,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Raurkela Industrial Township,51132.36
bc05e6c0-9a2f-4de4-b888-4035791be8f8,29,6,2,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Madhyamgram,43068.84
6dc46ead-2783-46a8-a81a-d3c20ec80e3f,8,12,5,2026-04-19 08:54:21.493909+00:00,Card,Cancelled,Munger,59123.05
5efc0f9d-f25b-46dc-aea0-ff8b0147f57f,20,1,2,2026-04-19 08:54:21.493909+00:00,Card,Completed,Hubli–Dharwad,63732.82
764db3fa-276d-48a7-92d3-c07707fc42ff,21,6,2,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Jalna,43068.84
890432e0-f1f4-41c7-9edf-32d30044fe4a,9,11,3,2026-04-19 08:54:21.493909+00:00,Cod,Pending,Jehanabad,39088.2
fab5b761-0298-44d7-a6d9-c328f3957a6e,26,16,4,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Madurai,13620.6
ee85caeb-29c9-403b-a85b-e84cf04a0729,15,20,5,2026-04-19 08:54:21.493909+00:00,Cod,Cancelled,Vadodara,167091.25
f8bafcab-b369-42cf-97fc-f2dd7d05d6a4,38,15,3,2026-04-19 08:54:21.493909+00:00,Cod,Completed,Tiruvottiyur,65921.22
a7a66197-f3cd-44b6-97c2-9e837d341ff2,34,17,3,2026-04-19 08:54:21.493909+00:00,Cod,Cancelled,Shahjahanpur,51132.36
55a98c5a-fe93-4741-b031-5bbdb63922a5,33,9,5,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Anantapuram,33007.95
b321a19f-5a51-4d15-bcc1-7fb1627be185,3,7,5,2026-04-19 08:54:21.493909+00:00,Card,Pending,Kirari Suleman Nagar,152809.75
855028e8-a8a2-4602-bd79-5b819a159c48,50,13,5,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Hapur,40501.0
92a35217-2fdf-4e2d-91e9-49976f49908e,43,2,5,2026-04-19 08:54:21.493909+00:00,Card,Cancelled,Kolkata,228241.15
04562772-9f25-4cc9-9e45-2e3312d129d1,39,9,2,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Aurangabad,13203.18
2b12ec8e-3d78-4556-b033-e74bbc2b22e1,28,16,2,2026-04-19 08:54:21.493909+00:00,Cod,Cancelled,Delhi,6810.3
b7bdd089-97f5-4388-920e-9a9b54406d9b,5,5,2,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Bahraich,85740.34
e2653b58-94ac-443e-927e-daf9c8bc2dd5,20,2,1,2026-04-19 08:54:21.493909+00:00,Card,Pending,Jalgaon,45648.23
b1563bc9-01f3-4426-9620-c4a6cfb28fdf,11,11,2,2026-04-19 08:54:21.493909+00:00,Cod,Pending,Bhusawal,26058.8
f005d3ec-c757-4b3b-b3ed-e6554a1a5274,45,16,5,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Tadepalligudem,17025.75
1b5ff62b-707f-4f31-b881-5b6d45bd0fef,32,4,4,2026-04-19 08:54:21.493909+00:00,Card,Cancelled,Raipur,7414.84
dba1a248-f1e0-4fb2-8478-f34f9ec627bb,21,20,3,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Meerut,100254.75
592357be-10d7-4cf5-95ec-3b57afd09a46,22,2,5,2026-04-19 08:54:21.493909+00:00,Cod,Cancelled,Sirsa,228241.15
f5971c37-38df-43cf-8071-f125759a7ce4,2,11,1,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Muzaffarnagar,13029.4
d498f4fb-5ac0-4bc0-8ce6-ca04b2351881,39,17,5,2026-04-19 08:54:21.493909+00:00,Card,Completed,Sri Ganganagar,85220.6
78fdbcea-b0df-4178-bbc2-7f410d82a21d,2,11,4,2026-04-19 08:54:21.493909+00:00,Card,Completed,Rohtak,52117.6
ae75a386-a4cf-49bf-a67b-d11bfee061f7,4,4,4,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Danapur,7414.84
aceb37cc-3e64-477d-8ef6-aabcfd8976d3,7,16,1,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Sultan Pur Majra,3405.15
bbaa80d8-4123-4255-be03-d77243fc018d,28,17,1,2026-04-19 08:54:21.493909+00:00,Cod,Completed,Faridabad,17044.12
1752afa7-2dec-4e54-8f0a-ba949eddb154,10,18,4,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Muzaffarnagar,76967.36
0d000dcc-bc15-4299-82fa-99a1062718d2,1,3,4,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Mysore,101018.04
3c3a18f4-8954-44b9-9252-066c95ac4248,30,19,2,2026-04-19 08:54:21.493909+00:00,Card,Cancelled,Mumbai,72065.34
03d4afac-6e1d-4ed9-a39c-24235c08fa35,44,10,3,2026-04-19 08:54:21.493909+00:00,Card,Pending,Mau,23576.07
9921bc36-7d6c-4294-9bc4-43b307021211,12,12,5,2026-04-19 08:54:21.493909+00:00,Card,Completed,Thoothukudi,59123.05
bc72f2d8-3447-462b-a1aa-b61848ad1d83,18,12,4,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Nadiad,47298.44
08af094d-ae85-4304-8d5b-1f0876291656,41,10,1,2026-04-19 08:54:21.493909+00:00,Card,Pending,Maheshtala,7858.69
db9dd7ec-82e8-4805-a16b-f4d7e4aff511,3,14,4,2026-04-19 08:54:21.493909+00:00,Card,Completed,Kharagpur,119190.4
d26df5ac-8ab7-4541-b974-a30a9e0fa753,22,3,3,2026-04-19 08:54:21.493909+00:00,Cod,Cancelled,Ajmer,75763.53
7f8d6012-5ee1-42ad-b4b4-09cf0f5b8639,20,2,2,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Alwar,91296.46
61418a52-4d13-401a-981d-9bb1b2ea0042,36,9,2,2026-04-19 08:54:21.493909+00:00,Card,Completed,Allahabad,13203.18
3a8bf779-f2ae-4488-9174-7bb04e8ec65d,34,20,2,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Jodhpur,66836.5
982da492-ff06-4697-bb04-12ef807e3286,41,12,5,2026-04-19 08:54:21.493909+00:00,Cod,Completed,Begusarai,59123.05
32131a61-3245-4f8b-b870-1fdc037841d8,25,6,3,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Dindigul,64603.26
2bfe7a1d-348e-4274-8815-38d070f8a4db,9,17,2,2026-04-19 08:54:21.493909+00:00,Cod,Completed,Nandyal,34088.24
89017f90-a721-4499-96ab-f396fd074699,26,15,2,2026-04-19 08:54:21.493909+00:00,Cod,Pending,Kochi,43947.48
8795e73e-1001-4ffc-af00-dd7c316427a4,15,8,4,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Guna,142223.16
c06d41cd-a277-4557-a269-995f2facb8e3,48,10,2,2026-04-19 08:54:21.493909+00:00,Card,Pending,Ludhiana,15717.38
09c77942-acb7-4f7e-94af-7692e4edadf5,23,2,1,2026-04-19 08:54:21.493909+00:00,Card,Completed,Gwalior,45648.23
cecbb55f-ef01-4fac-a578-f16233830b2a,30,2,4,2026-04-19 08:54:21.493909+00:00,Card,Pending,Cuttack,182592.92
cc1a5c9b-41cd-41eb-9b36-a6ac27781a02,20,4,1,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Kozhikode,1853.71
3d91b036-bf73-4710-a923-bcddbfbbda38,50,2,3,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Moradabad,136944.69
afd6581a-942f-47b9-a0d1-3af89f96a247,2,9,2,2026-04-19 08:54:21.493909+00:00,Cod,Completed,Ambattur,13203.18
f236fd60-4d0b-4898-b736-7fa482e7db32,7,20,5,2026-04-19 08:54:21.493909+00:00,Cod,Completed,Bhiwani,167091.25
23514a3b-64fa-44a9-8e97-1b70ba348bbe,5,5,3,2026-04-19 08:54:21.493909+00:00,Card,Pending,Tiruchirappalli,128610.51
f7e3ecfe-65e6-4902-92e2-d4e55f0d9a7e,23,4,1,2026-04-19 08:54:21.493909+00:00,Card,Cancelled,Proddatur,1853.71
a71b878d-e7c9-4a66-9a06-5373feca0c59,13,17,4,2026-04-19 08:54:21.493909+00:00,Cod,Completed,Srinagar,68176.48
dd985980-dedf-4017-b5af-1d3a1d73623a,18,16,5,2026-04-19 08:54:21.493909+00:00,Cod,Pending,Ludhiana,17025.75
808a45fa-b24d-4c1a-8631-e5507595f3d2,48,2,1,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Ajmer,45648.23
584e78d4-e756-4403-aa61-de80e27424ab,27,16,3,2026-04-19 08:54:21.493909+00:00,Cod,Pending,Ahmedabad,10215.45
cd53ba83-3e4f-498a-9383-956566ab830e,21,4,2,2026-04-19 08:54:21.493909+00:00,Cod,Cancelled,Mahbubnagar,3707.42
8ff3b4e4-8046-4e61-9cf8-813438acef07,37,2,1,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Raebareli,45648.23
cf3b020c-0d1c-46da-aaeb-b8482e562cce,49,14,4,2026-04-19 08:54:21.493909+00:00,Cod,Completed,Gandhinagar,119190.4
689f2956-2d81-4db4-962f-f204355e98c1,15,19,5,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Muzaffarpur,180163.35
17e7b7e7-ddac-48da-ae55-e16b9dee7e45,41,12,5,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Tiruvottiyur,59123.05
71dc4423-42d6-4c96-991e-88dd7f906944,9,16,4,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Asansol,13620.6
52d302b4-593b-4137-9cf5-f22d69495e01,49,5,5,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Fatehpur,214350.85
73159803-35eb-4183-859c-87f695660a6d,2,12,5,2026-04-19 08:54:21.493909+00:00,Card,Completed,Avadi,59123.05
ee6698db-f467-41ca-ab6c-69011c23846e,25,19,5,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Bettiah,180163.35
29611697-1509-4934-8480-8833922ae9cf,18,10,3,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Berhampore,23576.07
3887b56b-1b06-450d-80b0-7c40864da73c,2,15,1,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Saharsa,21973.74
8d65da9f-07ef-42f8-a428-ac5eb7829c36,1,8,2,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Madanapalle,71111.58
bf840ecc-f46c-4f0a-b3f0-0af7c1412abb,3,13,2,2026-04-19 08:54:21.493909+00:00,Upi,Completed,Sirsa,16200.4
846abeeb-acd7-4f16-8533-f6e1a852ddbd,21,4,5,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Thane,9268.55
a0a63afa-7b2e-4335-b546-ea5d8483b1c3,20,9,1,2026-04-19 08:54:21.493909+00:00,Upi,Cancelled,Rajkot,6601.59
60a06e5e-0515-4fb5-8c2e-af0c9cf01d17,34,19,1,2026-04-19 08:54:21.493909+00:00,Cod,Completed,Chapra,36032.67
3efb341e-78fb-421d-a564-402b6f95a6b5,18,10,2,2026-04-19 08:54:21.493909+00:00,Upi,Pending,Nandyal,15717.38
